"LA35F CL14230 (Cameron, Moore-Odom, SE Odom)","F","R","LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R",-0.0144
"LA35F CL14230 (Cameron, Moore-Odom, SE Odom)","F","R","LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R",-0.0198
"LA35F CL14230 (Cameron, Moore-Odom, SE Odom)","F","R","LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R",-0.0195
"LA35F CL14230 (Cameron, Moore-Odom, SE Odom)","F","R","LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R",-0.0228
"LA35F CL14230 (Cameron, Moore-Odom, SE Odom)","F","R","LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R",0.0023
"LA35F CL14230 (Cameron, Moore-Odom, SE Odom)","F","R","LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R",-0.0243
"LA35F CL14230 (Cameron, Moore-Odom, SE Odom)","F","R","LA53F CL14248 (Cameron, Apache Corp, West Holly Beach)","F","R",-0.0131
"LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R","LA34M CL14229 (Cameron, Moore-Odom, Transient)","M","R",-0.0034
"LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R","LA35F CL14230 (Cameron, Moore-Odom, SE Odom)","F","R",-0.011
"LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R","LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R",0
"LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R","LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R",0.0119
"LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R","LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R",0.001
"LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R","LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R",0.0748
"LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R","LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R",0.0223
"LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R","LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R",0.0039
"LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R","LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R",0.0724
"LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R","LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R",0.0154
"LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R","LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R",0.0228
"LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R","LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R",-0.0033
"LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R","LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R",0.0047
"LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R","LA53F CL14248 (Cameron, Apache Corp, West Holly Beach)","F","R",0.0088
"LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R","LA34M CL14229 (Cameron, Moore-Odom, Transient)","M","R",-0.0151
"LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R","LA35F CL14230 (Cameron, Moore-Odom, SE Odom)","F","R",-0.0134
"LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R","LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R",0.0119
"LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R","LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R",0
"LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R","LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R",0.0035
"LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R","LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R",0.0058
"LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R","LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R",0.0172
"LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R","LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R",-0.0145
"LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R","LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R",0.0026
"LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R","LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R",0.023
"LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R","LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R",0.0375
"LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R","LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R",-0.0045
"LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R","LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R",-0.0066
"LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R","LA53F CL14248 (Cameron, Apache Corp, West Holly Beach)","F","R",-0.005
"LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R","LA34M CL14229 (Cameron, Moore-Odom, Transient)","M","R",-0.0144
"LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R","LA35F CL14230 (Cameron, Moore-Odom, SE Odom)","F","R",0.3598
"LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R","LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R",0.001
"LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R","LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R",0.0035
"LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R","LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R",0
"LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R","LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R",-0.0259
"LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R","LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R",0.0553
"LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R","LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R",-0.0142
"LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R","LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R",-0.0175
"LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R","LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R",-0.0204
"LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R","LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R",-0.0057
"LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R","LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R",-0.0099
"LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R","LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R",-0.0175
"LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R","LA53F CL14248 (Cameron, Apache Corp, West Holly Beach)","F","R",-0.0117
"LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R","LA34M CL14229 (Cameron, Moore-Odom, Transient)","M","R",-0.0246
"LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R","LA35F CL14230 (Cameron, Moore-Odom, SE Odom)","F","R",-0.0307
"LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R","LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R",0.0748
"LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R","LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R",0.0058
"LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R","LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R",-0.0259
"LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R","LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R",0
"LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R","LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R",-0.0013
"LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R","LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R",-0.0061
"LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R","LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R",0.089
"LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R","LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R",0.0239
"LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R","LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R",0.0077
"LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R","LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R",0.0084
"LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R","LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R",-0.022
"LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R","LA53F CL14248 (Cameron, Apache Corp, West Holly Beach)","F","R",-0.0061
"LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R","LA34M CL14229 (Cameron, Moore-Odom, Transient)","M","R",0.0113
"LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R","LA35F CL14230 (Cameron, Moore-Odom, SE Odom)","F","R",0.0718
"LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R","LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R",0.0223
"LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R","LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R",0.0172
"LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R","LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R",0.0553
"LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R","LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R",-0.0013
"LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R","LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R",0
"LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R","LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R",-8e-04
"LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R","LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R",0.0032
"LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R","LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R",-0.0011
"LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R","LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R",0.0163
"LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R","LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R",0.0185
"LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R","LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R",-0.0132
"LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R","LA53F CL14248 (Cameron, Apache Corp, West Holly Beach)","F","R",0.0025
"LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R","LA34M CL14229 (Cameron, Moore-Odom, Transient)","M","R",0.0717
"LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R","LA35F CL14230 (Cameron, Moore-Odom, SE Odom)","F","R",-0.0144
"LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R","LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R",0.0039
"LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R","LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R",-0.0145
"LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R","LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R",-0.0142
"LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R","LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R",-0.0061
"LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R","LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R",-8e-04
"LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R","LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R",0
"LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R","LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R",-0.0128
"LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R","LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R",-0.005
"LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R","LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R",0.0059
"LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R","LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R",0.0013
"LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R","LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R",0.2374
"LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R","LA53F CL14248 (Cameron, Apache Corp, West Holly Beach)","F","R",0.2995
"LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R","LA34M CL14229 (Cameron, Moore-Odom, Transient)","M","R",-0.0157
"LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R","LA35F CL14230 (Cameron, Moore-Odom, SE Odom)","F","R",-0.0198
"LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R","LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R",0.0724
"LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R","LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R",0.0026
"LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R","LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R",-0.0175
"LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R","LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R",0.089
"LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R","LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R",0.0032
"LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R","LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R",-0.0128
"LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R","LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R",0
"LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R","LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R",0.0603
"LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R","LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R",-0.0113
"LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R","LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R",-0.0103
"LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R","LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R",-0.0188
"LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R","LA53F CL14248 (Cameron, Apache Corp, West Holly Beach)","F","R",-0.0215
"LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R","LA34M CL14229 (Cameron, Moore-Odom, Transient)","M","R",-0.0059
"LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R","LA35F CL14230 (Cameron, Moore-Odom, SE Odom)","F","R",-0.0195
"LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R","LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R",0.0154
"LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R","LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R",0.023
"LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R","LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R",-0.0204
"LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R","LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R",0.0239
"LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R","LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R",-0.0011
"LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R","LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R",-0.005
"LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R","LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R",0.0603
"LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R","LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R",0
"LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R","LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R",0.0028
"LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R","LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R",-0.0047
"LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R","LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R",-0.0041
"LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R","LA53F CL14248 (Cameron, Apache Corp, West Holly Beach)","F","R",0.0046
"LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R","LA34M CL14229 (Cameron, Moore-Odom, Transient)","M","R",0.019
"LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R","LA35F CL14230 (Cameron, Moore-Odom, SE Odom)","F","R",-0.0228
"LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R","LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R",0.0228
"LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R","LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R",0.0375
"LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R","LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R",-0.0057
"LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R","LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R",0.0077
"LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R","LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R",0.0163
"LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R","LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R",0.0059
"LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R","LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R",-0.0113
"LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R","LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R",0.0028
"LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R","LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R",0
"LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R","LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R",0.2093
"LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R","LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R",0.0389
"LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R","LA53F CL14248 (Cameron, Apache Corp, West Holly Beach)","F","R",-0.0019
"LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R","LA34M CL14229 (Cameron, Moore-Odom, Transient)","M","R",-7e-04
"LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R","LA35F CL14230 (Cameron, Moore-Odom, SE Odom)","F","R",0.0023
"LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R","LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R",-0.0033
"LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R","LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R",-0.0045
"LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R","LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R",-0.0099
"LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R","LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R",0.0084
"LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R","LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R",0.0185
"LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R","LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R",0.0013
"LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R","LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R",-0.0103
"LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R","LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R",-0.0047
"LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R","LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R",0.2093
"LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R","LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R",0
"LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R","LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R",-0.0071
"LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R","LA53F CL14248 (Cameron, Apache Corp, West Holly Beach)","F","R",-0.0073
"LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R","LA34M CL14229 (Cameron, Moore-Odom, Transient)","M","R",0.2451
"LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R","LA35F CL14230 (Cameron, Moore-Odom, SE Odom)","F","R",-0.0243
"LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R","LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R",0.0047
"LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R","LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R",-0.0066
"LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R","LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R",-0.0175
"LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R","LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R",-0.022
"LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R","LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R",-0.0132
"LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R","LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R",0.2374
"LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R","LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R",-0.0188
"LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R","LA46F CL14241 (Cameron, Moore-Odom, Transient)","F","R",-0.0041
"LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R","LA50M CL14245 (Cameron, Apache Corp, East Holly Beach)","M","R",0.0389
"LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R","LA51M CL14246 (Cameron, Sabine NWR, Central Canal)","M","R",-0.0071
"LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R","LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R",0
"LA52F CL14247 (Cameron, Apache Corp, West Holly Beach)","F","R","LA53F CL14248 (Cameron, Apache Corp, West Holly Beach)","F","R",0.3199
"LA53F CL14248 (Cameron, Apache Corp, West Holly Beach)","F","R","LA34M CL14229 (Cameron, Moore-Odom, Transient)","M","R",0.0886
"LA53F CL14248 (Cameron, Apache Corp, West Holly Beach)","F","R","LA35F CL14230 (Cameron, Moore-Odom, SE Odom)","F","R",-0.0131
"LA53F CL14248 (Cameron, Apache Corp, West Holly Beach)","F","R","LA36M CL14231 (Cameron, Moore-Odom, Garrison)","M","R",0.0088
"LA53F CL14248 (Cameron, Apache Corp, West Holly Beach)","F","R","LA37M CL14232 (Cameron, Moore-Odom, Black Bayou)","M","R",-0.005
"LA53F CL14248 (Cameron, Apache Corp, West Holly Beach)","F","R","LA38F CL14233 (Cameron, Moore-Odom, Transient)","F","R",-0.0117
"LA53F CL14248 (Cameron, Apache Corp, West Holly Beach)","F","R","LA41M CL14236 (Cameron, Moore-Odom, Transient)","M","R",-0.0061
"LA53F CL14248 (Cameron, Apache Corp, West Holly Beach)","F","R","LA42F CL14237 (Cameron, Moore-Odom, North Oil Field)","F","R",0.0025
"LA53F CL14248 (Cameron, Apache Corp, West Holly Beach)","F","R","LA43F CL14238 (Cameron, Moore-Odom, Transient)","F","R",0.2995
"LA53F CL14248 (Cameron, Apache Corp, West Holly Beach)","F","R","LA44F CL14239 (Cameron, Moore-Odom, Transient)","F","R",-0.0215
