FloHyb_26055848,FloHyb_26056533,FloHyb_48036067,FloHyb_48349076,FloHyb_51777322,FloHyb_52312895,FloHyb_52376100,FloHyb_52604553,FloHyb_52793336,FloHyb_52796799,FloHyb_54957272,FloHyb_54957555,FloHyb_72611626,FloHyb_B39,FloHyb_BR106,FloHyb_BR610,FloHyb_BR877,FloHyb_G8,FloHyb_H119,FloHyb_H149,FloHyb_H17,FloHyb_H192,FloHyb_H210,FloHyb_H27,FloHyb_H29,FloHyb_H2,FloHyb_H5,FloHyb_I64,FloHyb_I8,FloHyb_I94,FloHyb_I96,FloHyb_Z11,FloHyb_Z12,FloHyb_Z13,FloHyb_Z14,FloHyb_Z15,FloHyb_Z18,FloHyb_Z19,FloHyb_Z1,FloHyb_Z20,FloHyb_Z21,FloHyb_Z2,FloHyb_Z3,FloHyb_Z4,FloHyb_Z5,FloHyb_Z6,FloHyb_Z7,FloHyb_Z8
0.09406,0.058843,0.106883,0.106517,0.157342,0.144558,0.082848,0.056343,0.042568,0.112944,0,0.074147,0.110259,0.219652,0.125628,0.122315,0.045704,0.05302,0.127922,0.113784,0.183949,0.098224,0.044126,0.125305,0.142155,0.04504,0.036816,0.027128,0.087145,0.10958,0.153241,0.046944,0.078563,0.076537,0.137332,0.172691,0.031336,0.040085,0.063429,0.112677,0.041172,0.037107,0.170549,0.049701,0.074124,0.182851,0.048292,0.126405
0.189386,0.247852,0.097004,0.151786,0.19299,0.128073,0.29986,0.221028,0.237775,0.170589,0.074147,0,0.164382,0.066325,0.062342,0.102604,0.290463,0.19199,0.136655,0.147207,0.054695,0.168112,0.220675,0.047434,0.016228,0.248211,0.229013,0.225443,0.12958,0.212069,0.032659,0.196132,0.176262,0.222409,0.228432,0.150189,0.298879,0.121788,0.220768,0.226738,0.188758,0.221851,0.055645,0.133328,0.159877,0.030437,0.180029,0.08519
0.175328,0.202145,0.048893,0.237259,0.174933,0.172991,0.147533,0.215289,0.140232,0.17935,0.110259,0.164382,0,0.099865,0.032598,0.109669,0.134798,0.224153,0.279757,0.219675,0.044241,0.205882,0.156265,0.036182,0.020796,0.157608,0.163239,0.145524,0.229804,0.208089,0.038432,0.227664,0.216397,0.226388,0.236284,0.179852,0.163858,0.067803,0.23977299999999999,0.246005,0.180086,0.16061,0.064695,0.246768,0.214868,0.026235,0.167018,0.087838
0.088722,0.078682,0.083885,0.044781,0.062777,0.103809,0.063198,0.060138,0.073319,0.077061,0.219652,0.066325,0.099865,0,0.154842,0.091352,0.080939,0.0907,0.074923,0.052154,0.12541,0.067332,0.060536,0.078342,0.096619,0.041226,0.068097,0.015088,0.07182,0.090981,0.090217,0.052838,0.075196,0.092718,0.098371,0.099661,0.051513,0.013812,0.088647,0.084722,0.061264,0.043997,0.124312,0.083469,0.085953,0.179852,0.054819,0.105797
0.124941,0.135753,0.203877,0.035595,0.088466,0.021599,0.036879,0.04025,0.137008,0.012752,0.125628,0.062342,0.032598,0.154842,0,0.066316,0.154713,0.054275,0.028793,0.105378,0.078857,0.018324,0.178494,0.035651,0.030054,0.194929,0.179532,0.158867,0.015106,0.041852,0.046384,0.019952,0.035283,0.025493,0.029878,0.031721,0.158275,0.102104,0.068659,0.056508,0.11265,0.145858,0.096447,0.028726,0.026643,0.176851,0.10935,0.23733
0.083832,0.141564,0.064082,0.139291,0.072052,0.087775,0.152169,0.199674,0.074969,0.137898,0.122315,0.102604,0.109669,0.091352,0.066316,0,0.143788,0.171428,0.132906,0.146723,0.14747,0.143434,0.132784,0.132044,0.173087,0.115091,0.108431,0.140586,0.126471,0.110248,0.160668,0.139205,0.152465,0.154678,0.115932,0.092869,0.092286000000000007,0.082385,0.152976,0.131753,0.117108,0.116053,0.102299,0.157033,0.161571,0.107563,0.099901,0.1032
0.243453,0.473191,0.192464,0.089164,0.160318,0.028904,0.17295,0.272107,0.474931,0.130072,0.045704,0.290463,0.134798,0.080939,0.154713,0.143788,0,0.234936,0.138757,0.202562,2.5e-5,0.166053,0.489559,6e-6,1e-6,0.492263,0.475622,0.509565,0.093168,0.129861,1.2e-5,0.238934,0.241635,0.219729,0.064597,3.1e-5,0.564537,0.274884,0.264302,0.160283,0.334112,0.478739,0.069229,0.169068,0.187847,4.2e-5,0.317021,0.222638
0.155467,0.32279,0.088446,0.220443,0.0464,0.117917,0.174587,0.392943,0.217135,0.271627,0.05302,0.19199,0.224153,0.0907,0.054275,0.171428,0.234936,0,0.257631,0.190249,1e-6,0.22166,0.264986,1.3e-5,4e-6,0.282826,0.233683,0.262058,0.19875,0.206407,2e-6,0.450222,0.357691,0.319678,0.141596,0.139009,0.236509,0.113561,0.412298,0.228272,0.312026,0.259,0.046307,0.366037,0.372906,6e-6,0.365836,0.083217
0.166435,0.178988,0.05131,0.298399,0.170951,0.195006,0.165047,0.294658,0.123237,0.226985,0.127922,0.136655,0.279757,0.074923,0.028793,0.132906,0.138757,0.257631,0,0.200368,0.07272,0.188702,0.1621,0.05179,0.024578,0.134764,0.110881,0.136727,0.293698,0.216426,0.051354,0.265003,0.259183,0.220971,0.237462,0.222949,0.127716,0.142535,0.273402,0.233783,0.165888,0.14681,0.078959,0.221175,0.231748,0.049677,0.202349,0.076381
0.211782,0.175159,0.18323,0.234091,0.172118,0.183144,0.194192,0.202171,0.172229,0.166067,0.113784,0.147207,0.219675,0.052154,0.105378,0.146723,0.202562,0.190249,0.200368,0,0.093837,0.166168,0.208312,0.062861,0.067106,0.169487,0.204305,0.36846,0.197961,0.193122,0.07642,0.132153,0.138617,0.124746,0.194112,0.228473,0.18911,0.147711,0.189706,0.209485,0.17113,0.219942,0.080766,0.14324,0.164929,0.04154,0.178299,0.249796
0.036057,8e-6,0.085448,0.083567,0.109783,0.110577,0.05187,0.002063,9.35e-4,0.056242,0.183949,0.054695,0.044241,0.12541,0.078857,0.14747,2.5e-5,1e-6,0.07272,0.093837,0,0.034128,3e-6,0.289185,0.297259,2.5e-5,0,1.9e-5,0.089361,0.066106,0.273351,6e-6,0.01269,0.010441,0.107005,0.160736,3.2e-5,0.053807,9e-6,0.086201,1.9e-5,4e-6,0.195934,0.022259,0.02838,0.183433,6.12e-4,0.090189
0.156657,0.208645,0.07123,0.182696,0.151978,0.2201,0.198896,0.21016,0.138473,0.184744,0.098224,0.168112,0.205882,0.067332,0.018324,0.143434,0.166053,0.22166,0.188702,0.166168,0.034128,0,0.149489,0.026197,0.036745,0.110849,0.139412,0.148942,0.189139,0.178978,0.02232,0.321444,0.351833,0.32898,0.195881,0.147327,0.127436,0.097182,0.232953,0.281815,0.153233,0.149267,0.073198,0.153902,0.329074,0.033052,0.142384,0.051955
0.26111,0.500842,0.253395,0.107998,0.194317,0.015753,0.182476,0.27889,0.474454,0.096489,0.044126,0.220675,0.156265,0.060536,0.178494,0.132784,0.489559,0.264986,0.1621,0.208312,3e-6,0.149489,0,2.4e-5,1e-6,0.529996,0.464593,0.575132,0.073537,0.12333,1e-6,0.251895,0.22735,0.19977,0.060703,4e-6,0.520923,0.266751,0.260899,0.146634,0.356743,0.525072,0.063047,0.163019,0.181859,3.3e-5,0.429952,0.258293
0.020491,1.4e-5,0.050634,0.038054,0.074747,0.104528,0.026211,2.1e-5,4.5e-4,0.030906,0.125305,0.047434,0.036182,0.078342,0.035651,0.132044,6e-6,1.3e-5,0.05179,0.062861,0.289185,0.026197,2.4e-5,0,0.295665,1e-6,3e-6,8e-6,0.040081,0.052838,0.283172,1.6e-5,0.001396,0.001743,0.087983,0.134961,2.1e-5,0.041349,1.7e-5,0.057292,2.7e-5,8e-6,0.157159,0.006101,0.01849,0.196529,0.00201,0.046911
0.011344,4e-6,0.050151,0.050162,0.072799,0.110421,0.029505,1e-6,4.1e-5,0.032834,0.142155,0.016228,0.020796,0.096619,0.030054,0.173087,1e-6,4e-6,0.024578,0.067106,0.297259,0.036745,1e-6,0.295665,0,1e-6,6e-6,2e-6,0.057442,0.0426,0.355918,1e-6,5e-5,5e-5,0.087336,0.138984,0,0.031172,0,0.054645,0,0,0.135891,2.46e-4,1.19e-4,0.186436,7e-6,0.04864
0.255529,0.464433,0.208219,0.110287,0.182654,0.015533,0.155343,0.267701,0.470932,0.111709,0.04504,0.248211,0.157608,0.041226,0.194929,0.115091,0.492263,0.282826,0.134764,0.169487,2.5e-5,0.110849,0.529996,1e-6,1e-6,0,0.496242,0.483395,0.079653,0.139377,4e-6,0.22601,0.190223,0.175443,0.091279,2.6e-5,0.555293,0.281331,0.269879,0.140657,0.568441,0.489858,0.064311,0.185313,0.160919,2e-5,0.340457,0.252769
0.195316,0.433841,0.219105,0.081023,0.128532,0.02705,0.174294,0.237569,0.469017,0.117175,0.036816,0.229013,0.163239,0.068097,0.179532,0.108431,0.475622,0.233683,0.110881,0.204305,0,0.139412,0.464593,3e-6,6e-6,0.496242,0,0.510298,0.086792,0.126985,3e-6,0.249368,0.214578,0.24055,0.037062,0,0.673515,0.231692,0.232871,0.133425,0.364959,0.495324,0.073942,0.14445,0.169978,3e-6,0.29293,0.237113
0.228672,0.427105,0.448155,0.126339,0.158592,0.004756,0.180112,0.258474,0.471285,0.105895,0.027128,0.225443,0.145524,0.015088,0.158867,0.140586,0.509565,0.262058,0.136727,0.36846,1.9e-5,0.148942,0.575132,8e-6,2e-6,0.483395,0.510298,0,0.080397,0.12206,1.2e-5,0.220804,0.200749,0.189604,0.063207,0,0.523547,0.27057,0.233728,0.136911,0.362812,0.547565,0.059295,0.153941,0.174888,1.4e-5,0.380775,0.421902
0.136077,0.09735,0.043157,0.557246,0.164676,0.194755,0.19131600000000001,0.203459,0.055758,0.233699,0.087145,0.12958,0.229804,0.07182,0.015106,0.126471,0.093168,0.19875,0.293698,0.197961,0.089361,0.189139,0.073537,0.040081,0.057442,0.079653,0.086792,0.080397,0,0.243238,0.061478,0.161514,0.155271,0.1797,0.271915,0.233887,0.086314,0.155034,0.190447,0.20873,0.137574,0.057714,0.074326,0.249679,0.196156,0.029421,0.106503,0.067424
0.168312,0.132363,0.048726,0.230703,0.211275,0.183807,0.211725,0.19591,0.131639,0.211744,0.10958,0.212069,0.208089,0.090981,0.041852,0.110248,0.129861,0.206407,0.216426,0.193122,0.066106,0.178978,0.12333,0.052838,0.0426,0.139377,0.126985,0.12206,0.243238,0,0.06978,0.176777,0.194938,0.167534,0.537621,0.159245,0.109407,0.076876,0.475109,0.204556,0.194229,0.121645,0.06001,0.166858,0.117461,0.039523,0.104824,0.04692
0.042078,1.2e-5,0.050704,0.052434,0.11780500000000001,0.131852,0.0587,8.3e-5,3.6e-5,0.079749,0.153241,0.032659,0.038432,0.090217,0.046384,0.160668,1.2e-5,2e-6,0.051354,0.07642,0.273351,0.02232,1e-6,0.283172,0.355918,4e-6,3e-6,1.2e-5,0.061478,0.06978,0,3e-6,8.4e-5,4.3e-5,0.105299,0.149453,1e-5,0.048361,3e-6,0.068546,0,5e-6,0.1402,0.008348,0.01067,0.194702,4.8e-5,0.05184
0.155337,0.313321,0.049887,0.189294,0.027913,0.116752,0.171267,0.414025,0.250936,0.229023,0.046944,0.196132,0.227664,0.052838,0.019952,0.139205,0.238934,0.450222,0.265003,0.132153,6e-6,0.321444,0.251895,1.6e-5,1e-6,0.22601,0.249368,0.220804,0.161514,0.176777,3e-6,0,0.43692,0.329929,0.10424,0.090116,0.233082,0.153714,0.341668,0.273753,0.298113,0.27145,0.053579,0.331696,0.443367,2e-6,0.38013,0.050586
0.153981,0.319271,0.069093,0.190453,0.044332,0.164419,0.187447,0.365639,0.21041,0.252367,0.078563,0.176262,0.216397,0.075196,0.035283,0.152465,0.241635,0.357691,0.259183,0.138617,0.01269,0.351833,0.22735,0.001396,5e-5,0.190223,0.214578,0.200749,0.155271,0.194938,8.4e-5,0.43692,0,0.390772,0.090714,0.105129,0.207801,0.168,0.403192,0.261739,0.298707,0.197688,0.08241,0.32979,0.454326,0.010992,0.249813,0.074396
0.14523,0.280099,0.06294,0.182434,0.021454,0.160089,0.206779,0.384876,0.205402,0.21505,0.076537,0.222409,0.226388,0.092718,0.025493,0.154678,0.219729,0.319678,0.220971,0.124746,0.010441,0.32898,0.19977,0.001743,5e-5,0.175443,0.24055,0.189604,0.1797,0.167534,4.3e-5,0.329929,0.390772,0,0.074878,0.077433,0.201841,0.176002,0.358286,0.312113,0.292125,0.233863,0.080336,0.285193,0.347528,0.008742,0.232541,0.049916
0.172784,0.049556,0.03016,0.248324,0.318526,0.255347,0.217694,0.115168,0.052533,0.199472,0.137332,0.228432,0.236284,0.098371,0.029878,0.115932,0.064597,0.141596,0.237462,0.194112,0.107005,0.195881,0.060703,0.087983,0.087336,0.091279,0.037062,0.063207,0.271915,0.537621,0.105299,0.10424,0.090714,0.074878,0,0.258331,0.076284,0.038509,0.122517,0.206723,0.099586,0.064535,0.065225,0.129647,0.106773,0.070274,0.041946,0.038386
0.133057,7e-6,0.026616,0.203481,0.237913,0.30629,0.13229,0.062107,4.3e-5,0.25,0.172691,0.150189,0.179852,0.099661,0.031721,0.092869,3.1e-5,0.139009,0.222949,0.228473,0.160736,0.147327,4e-6,0.134961,0.138984,2.6e-5,0,0,0.233887,0.159245,0.149453,0.090116,0.105129,0.077433,0.258331,0,2.1e-5,0.131435,0.094439,0.245987,0.046368,2.9e-5,0.113535,0.142712,0.138398,0.125143,0.08937,0.040546
0.253844,0.444519,0.216574,0.091817,0.169753,0.011804,0.181981,0.239897,0.665131,0.11337,0.031336,0.298879,0.163858,0.051513,0.158275,0.092286000000000007,0.564537,0.236509,0.127716,0.18911,3.2e-5,0.127436,0.520923,2.1e-5,0,0.555293,0.673515,0.523547,0.086314,0.109407,1e-5,0.233082,0.207801,0.201841,0.076284,2.1e-5,0,0.245075,0.239097,0.155136,0.393088,0.538771,0.056021,0.13968,0.16959,5e-6,0.360198,0.250037
0.161978,0.200564,0.201393,0.14361,0.113546,0.122156,0.145841,0.167485,0.21974,0.102324,0.040085,0.121788,0.067803,0.013812,0.102104,0.082385,0.274884,0.113561,0.142535,0.147711,0.053807,0.097182,0.266751,0.041349,0.031172,0.281331,0.231692,0.27057,0.155034,0.076876,0.048361,0.153714,0.168,0.176002,0.038509,0.131435,0.245075,0,0.141259,0.142377,0.185885,0.243892,0.111392,0.232875,0.206591,0.04067,0.212837,0.191794
0.215127,0.300219,0.068662,0.19924,0.047587,0.11506,0.208165,0.411105,0.229643,0.276264,0.063429,0.220768,0.23977299999999999,0.088647,0.068659,0.152976,0.264302,0.412298,0.273402,0.189706,9e-6,0.232953,0.260899,1.7e-5,0,0.269879,0.232871,0.233728,0.190447,0.475109,3e-6,0.341668,0.403192,0.358286,0.122517,0.094439,0.239097,0.141259,0,0.270927,0.362638,0.255309,0.059781,0.310562,0.315027,3e-5,0.264379,0.083364
0.201192,0.17091,0.06285,0.18164,0.154531,0.237536,0.226057,0.25627,0.134438,0.231861,0.112677,0.226738,0.246005,0.084722,0.056508,0.131753,0.160283,0.228272,0.233783,0.209485,0.086201,0.281815,0.146634,0.057292,0.054645,0.140657,0.133425,0.136911,0.20873,0.204556,0.068546,0.273753,0.261739,0.312113,0.206723,0.245987,0.155136,0.142377,0.270927,0,0.165261,0.142047,0.100575,0.219675,0.285833,0.045948,0.193225,0.097945
0.18317,0.358576,0.12304,0.147594,0.073078,0.069323,0.165611,0.326727,0.389737,0.176961,0.041172,0.188758,0.180086,0.061264,0.11265,0.117108,0.334112,0.312026,0.165888,0.17113,1.9e-5,0.153233,0.356743,2.7e-5,0,0.568441,0.364959,0.362812,0.137574,0.194229,0,0.298113,0.298707,0.292125,0.099586,0.046368,0.393088,0.185885,0.362638,0.165261,0,0.356271,0.059076,0.244217,0.249828,8e-6,0.279175,0.145073
0.227173,0.443399,0.268101,0.112611,0.17766,0.002669,0.15792,0.242747,0.514194,0.131605,0.037107,0.221851,0.16061,0.043997,0.145858,0.116053,0.478739,0.259,0.14681,0.219942,4e-6,0.149267,0.525072,8e-6,0,0.489858,0.495324,0.547565,0.057714,0.121645,5e-6,0.27145,0.197688,0.233863,0.064535,2.9e-5,0.538771,0.243892,0.255309,0.142047,0.356271,0,0.05683,0.163016,0.186108,3.6e-5,0.399076,0.225193
0.070814,0.067024,0.111987,0.076133,0.082799,0.090445,0.07448,0.051735,0.080836,0.072414,0.170549,0.055645,0.064695,0.124312,0.096447,0.102299,0.069229,0.046307,0.078959,0.080766,0.195934,0.073198,0.063047,0.157159,0.135891,0.064311,0.073942,0.059295,0.074326,0.06001,0.1402,0.053579,0.08241,0.080336,0.065225,0.113535,0.056021,0.111392,0.059781,0.100575,0.059076,0.05683,0,0.06699,0.087737,0.166883,0.078955,0.108739
0.139535,0.198574,0.052623,0.268567,0.008121,0.129675,0.174746,0.332205,0.131309,0.215767,0.049701,0.133328,0.246768,0.083469,0.028726,0.157033,0.169068,0.366037,0.221175,0.14324,0.022259,0.153902,0.163019,0.006101,2.46e-4,0.185313,0.14445,0.153941,0.249679,0.166858,0.008348,0.331696,0.32979,0.285193,0.129647,0.142712,0.13968,0.232875,0.310562,0.219675,0.244217,0.163016,0.06699,0,0.364973,8.5e-5,0.207861,0.071218
0.142497,0.23498,0.079437,0.210686,0.025009,0.173748,0.154356,0.325345,0.159351,0.22914,0.074124,0.159877,0.214868,0.085953,0.026643,0.161571,0.187847,0.372906,0.231748,0.164929,0.02838,0.329074,0.181859,0.01849,1.19e-4,0.160919,0.169978,0.174888,0.196156,0.117461,0.01067,0.443367,0.454326,0.347528,0.106773,0.138398,0.16959,0.206591,0.315027,0.285833,0.249828,0.186108,0.087737,0.364973,0,0.021655,0.267125,0.086248
0.029955,1.5e-5,0.11211,0.035223,0.079506,0.081667,0.036172,2.9e-5,0.002653,0.045018,0.182851,0.030437,0.026235,0.179852,0.176851,0.107563,4.2e-5,6e-6,0.049677,0.04154,0.183433,0.033052,3.3e-5,0.196529,0.186436,2e-5,3e-6,1.4e-5,0.029421,0.039523,0.194702,2e-6,0.010992,0.008742,0.070274,0.125143,5e-6,0.04067,3e-5,0.045948,8e-6,3.6e-5,0.166883,8.5e-5,0.021655,0,0.001625,0.109466
0.148755,0.328245,0.176751,0.119168,0.111663,0.080637,0.187231,0.279497,0.339833,0.155619,0.048292,0.180029,0.167018,0.054819,0.10935,0.099901,0.317021,0.365836,0.202349,0.178299,6.12e-4,0.142384,0.429952,0.00201,7e-6,0.340457,0.29293,0.380775,0.106503,0.104824,4.8e-5,0.38013,0.249813,0.232541,0.041946,0.08937,0.360198,0.212837,0.264379,0.193225,0.279175,0.399076,0.078955,0.207861,0.267125,0.001625,0,0.18748
0.131785,0.175568,0.371758,0.090463,0.110263,0.029475,0.137361,0.094112,0.220422,0.038892,0.126405,0.08519,0.087838,0.105797,0.23733,0.1032,0.222638,0.083217,0.076381,0.249796,0.090189,0.051955,0.258293,0.046911,0.04864,0.252769,0.237113,0.421902,0.067424,0.04692,0.05184,0.050586,0.074396,0.049916,0.038386,0.040546,0.250037,0.191794,0.083364,0.097945,0.145073,0.225193,0.108739,0.071218,0.086248,0.109466,0.18748,0
